Symbol	Synonyms	chromosome	strand	start	end	GeneID	ensembl_id
PIGPP4	-	18	-1.0	9880580.0	9880886.0	106480811	ENSG00000265564
PIGQP1	-	1	-1.0	55938714.0	55939280.0	106480812	ENSG00000227104
RNU7-93P	-	14	1.0	36405214.0	36405274.0	106480813	ENSG00000238540
RNU7-99P	-	16	1.0	6748908.0	6748969.0	106480814	ENSG00000252080
RNU7-110P	-	3	1.0	33414150.0	33414211.0	106480815	ENSG00000252700
RNU7-116P	-	14	1.0	63736444.0	63736505.0	106480816	ENSG00000252749
RNU7-120P	-	12	-1.0	89282223.0	89282285.0	106480817	ENSG00000238302
RNU7-125P	RNU7-135P	16	1.0	14643788.0	14643849.0	106480818	ENSG00000238964
RNU7-128P	-	3	1.0	48180328.0	48180389.0	106480819	ENSG00000253056
RNU7-134P	-	17	-1.0	57685529.0	57685592.0	106480820	ENSG00000238447
RNU7-137P	-	20	-1.0	18095571.0	18095632.0	106480821	ENSG00000252597
RNU7-141P	-	20	-1.0	59852667.0	59852728.0	106480822	ENSG00000238777
RNU7-148P	-	2	-1.0	167631480.0	167631541.0	106480823	ENSG00000238357
RNU7-151P	-	4	-1.0	102837047.0	102837099.0	106480824	ENSG00000252739
RNU7-155P	-	17	-1.0	71298156.0	71298218.0	106480825	ENSG00000238759
RNU7-157P	-	7	1.0	57227001.0	57227066.0	106480826	ENSG00000238431
RNU7-169P	-	12	1.0	108668448.0	108668508.0	106480827	ENSG00000238457
RNU7-172P	-	2	-1.0	54166944.0	54167007.0	106480828	ENSG00000252934
RNU7-174P	-	8	1.0	80560567.0	80560625.0	106480829	ENSG00000252057
RNU7-180P	-	5	-1.0	146245191.0	146245253.0	106480830	ENSG00000238374
RNU7-182P	-	2	1.0	127017421.0	127017482.0	106480831	ENSG00000238788
RNU7-188P	-	7	1.0	96377857.0	96377920.0	106480832	ENSG00000252872
RNU7-192P	-	4	-1.0	188716665.0	188716725.0	106480833	ENSG00000252275
RNU7-194P	-	4	1.0	150209706.0	150209768.0	106480834	ENSG00000238721
RNU7-200P	-	1	1.0	20841241.0	20841302.0	106480835	ENSG00000251914
RN7SKP12	-	1	-1.0	242188647.0	242188789.0	106480836	ENSG00000252084
RN7SKP16	-	1	-1.0	33336566.0	33336864.0	106480837	ENSG00000222112
RN7SKP18	-	6	1.0	117299364.0	117299638.0	106480838	ENSG00000251814
RN7SKP21	-	14	-1.0	36231555.0	36231774.0	106480839	ENSG00000252312
RN7SKP24	-	9	1.0	34478622.0	34478905.0	106480840	ENSG00000251697
RN7SKP27	-	2	1.0	22861552.0	22861884.0	106480841	ENSG00000222616
RN7SKP31	-	X	1.0	138397351.0	138397628.0	106480842	ENSG00000252163
RN7SKP33	-	20	1.0	46859333.0	46859672.0	106480843	ENSG00000222874
RN7SKP37	-	10	1.0	21933143.0	21933438.0	106480844	ENSG00000201364
RN7SKP39	-	10	-1.0	28442575.0	28442896.0	106480845	ENSG00000222705
RN7SKP42	-	2	-1.0	187122562.0	187122861.0	106480846	ENSG00000222845
RN7SKP46	-	3	-1.0	157930492.0	157930725.0	106480847	ENSG00000251751
RN7SKP49	-	1	-1.0	224107282.0	224107541.0	106480848	ENSG00000252484
RN7SKP53	-	11	1.0	99120176.0	99120490.0	106480849	ENSG00000223269
RN7SKP58	-	3	-1.0	41766615.0	41766919.0	106480850	ENSG00000222942
RN7SKP60	-	5	1.0	165609441.0	165609679.0	106480851	ENSG00000252794
RN7SKP64	-	5	-1.0	139333038.0	139333365.0	106480852	ENSG00000253015
RN7SKP66	-	2	-1.0	43772120.0	43772350.0	106480853	ENSG00000252490
RN7SKP68	-	5	1.0	102302504.0	102302810.0	106480854	ENSG00000222987
RN7SKP73	-	5	1.0	5126046.0	5126337.0	106480855	ENSG00000223007
RN7SKP75	-	7	-1.0	71685452.0	71685747.0	106480856	ENSG00000199940
RN7SKP79	-	5	1.0	6300000.0	9900000.0	106480857	
RN7SKP81	-	X	1.0	143090347.0	143090677.0	106480858	ENSG00000202473
RN7SKP86	-	7	1.0	98400000.0	104200000.0	106480859	
RN7SKP88	-	1	-1.0	148839483.0	148839732.0	106480860	ENSG00000252656
RN7SKP91	-	1	1.0	30843823.0	30844110.0	106480861	ENSG00000222784
RN7SKP95	-	15	1.0	52600000.0	58800000.0	106480862	
RN7SKP98	-	1	-1.0	212099521.0	212099676.0	106480863	ENSG00000252879
RN7SKP101	-	15	-1.0	46720193.0	46720512.0	106480864	ENSG00000223308
RN7SKP104	-	7	-1.0	97598933.0	97599260.0	106480865	ENSG00000199475
RN7SKP108	-	14	1.0	95800000.0	100900000.0	106480866	
RN7SKP110	-	6	-1.0	90001222.0	90001506.0	106480867	ENSG00000222078
RN7SKP114	-	9	1.0	34049966.0	34050244.0	106480868	ENSG00000222259
RN7SKP116	-	6	1.0	47715283.0	47715601.0	106480869	ENSG00000252711
RN7SKP120	-	9	1.0	19900000.0	25600000.0	106480870	
RN7SKP124	-	3	1.0	139000000.0	143100000.0	106480871	
RN7SKP126	-	1	-1.0	192875686.0	192875985.0	106480872	ENSG00000223075
RN7SKP130	-	7	1.0	2999094.0	2999394.0	106480873	ENSG00000201794
RN7SKP132	-	10	-1.0	27783846.0	27784053.0	106480874	ENSG00000251810
RN7SKP135	-	8	-1.0	63609354.0	63609600.0	106480875	ENSG00000252358
RN7SKP139	-	15	1.0	44500000.0	49200000.0	106480876	
RN7SKP142	-	16	-1.0	51671236.0	51671563.0	106480877	ENSG00000223168
RN7SKP145	-	5	-1.0	149116178.0	149116480.0	106480878	ENSG00000200161
RN7SKP147	-	21	1.0	20356653.0	20356896.0	106480879	ENSG00000252963
RN7SKP150	-	5	1.0	177100000.0	181538259.0	106480880	
RN7SKP154	-	2	-1.0	133391109.0	133391398.0	106480881	ENSG00000222068
RN7SKP156	-	1	-1.0	188155839.0	188156180.0	106480882	ENSG00000222240
RN7SKP158	-	11	-1.0	28261194.0	28261519.0	106480883	ENSG00000222385
RN7SKP162	-	12	1.0	12600000.0	14600000.0	106480884	
RN7SKP164	-	2	-1.0	76595413.0	76595678.0	106480885	ENSG00000251947
RN7SKP169	-	22	-1.0	25963983.0	25964273.0	106480886	ENSG00000223056
RN7SKP171	-	9	-1.0	37661747.0	37662049.0	106480887	ENSG00000201287
RN7SKP180	-	17	1.0	69100000.0	72900000.0	106480888	
RN7SKP183	-	X	1.0	20452108.0	20452431.0	106480889	ENSG00000252978
RN7SKP187	-	7	1.0	112288623.0	112288952.0	106480890	ENSG00000202406
RN7SKP190	-	16	-1.0	82192505.0	82192790.0	106480891	ENSG00000251888
RN7SKP192	-	11	-1.0	59706057.0	59706383.0	106480892	ENSG00000223223
RN7SKP194	-	X	-1.0	96410432.0	96410782.0	106480893	ENSG00000223260
RN7SKP197	-	12	-1.0	119631090.0	119631386.0	106480894	ENSG00000252886
RN7SKP200	-	2	1.0	204100000.0	208200000.0	106480895	
RN7SKP204	-	6	1.0	13547704.0	13548013.0	106480896	ENSG00000202351
RN7SKP207	-	5	1.0	29948828.0	29949130.0	106480897	ENSG00000223136
RN7SKP210	-	22	-1.0	39874255.0	39874515.0	106480898	ENSG00000238875
RN7SKP213	-	2	-1.0	219590687.0	219590984.0	106480899	ENSG00000222678
RN7SKP218	-	7	-1.0	53490148.0	53490439.0	106480900	ENSG00000222154
RN7SKP220	-	10	-1.0	25393557.0	25393844.0	106480901	ENSG00000222543
RN7SKP224	-	2	1.0	47500000.0	52600000.0	106480902	
RN7SKP226	-	8	1.0	128220504.0	128220803.0	106480903	ENSG00000201782
RN7SKP229	-	1	1.0	180300000.0	185800000.0	106480904	
RN7SKP232	-	5	-1.0	151704289.0	151704578.0	106480905	ENSG00000222102
RN7SKP236	-	21	1.0	25101132.0	25101415.0	106480906	ENSG00000274662
RN7SKP239	-	11	1.0	67362414.0	67362708.0	106480907	ENSG00000201684
RN7SKP242	-	9	-1.0	83200940.0	83201228.0	106480908	ENSG00000251776
RN7SKP245	-	6	1.0	130900000.0	134700000.0	106480909	
RN7SKP249	-	8	1.0	100500000.0	105100000.0	106480910	
RN7SKP256	-	6	-1.0	53415294.0	53415607.0	106480911	ENSG00000253010
RN7SKP258	-	9	1.0	18651147.0	18651450.0	106480912	ENSG00000252960
RN7SKP263	-	12	-1.0	94008739.0	94009047.0	106480913	ENSG00000223126
RN7SKP265	-	3	1.0	181968459.0	181968681.0	106480914	ENSG00000252257
RN7SKP269	-	1	1.0	9100000.0	12500000.0	106480915	
RN7SKP271	-	20	1.0	33500000.0	35800000.0	106480916	
RN7SKP275	-	4	-1.0	5458581.0	5458881.0	106480917	ENSG00000201496
RN7SKP278	-	10	-1.0	108940969.0	108941310.0	106480918	ENSG00000222436
RN7SKP282	-	Y	-1.0	7324297.0	7324595.0	106480919	ENSG00000252633
RN7SKP285	-	1	1.0	103523562.0	103523879.0	106480920	ENSG00000222069
RN7SKP287	-	11	-1.0	43435132.0	43435397.0	106480921	ENSG00000252355
RN7SKP291	-	1	1.0	50200000.0	55600000.0	106480922	
RN7SKP293	-	6	-1.0	12406486.0	12406781.0	106480923	ENSG00000223321
RN7SKP295	-	5	1.0	83685866.0	83686018.0	106480924	ENSG00000253073
RN7SKP299	-	6	1.0	136545192.0	136545492.0	106480925	ENSG00000271765
RN7SL12P	-	11	-1.0	66712720.0	66713009.0	106480926	ENSG00000239553
RN7SL18P	-	2	1.0	62491178.0	62491468.0	106480927	ENSG00000241625
RN7SL22P	-	9	1.0	35671776.0	35672044.0	106480928	ENSG00000243136
RN7SL28P	-	4	1.0	184278936.0	184279233.0	106480929	ENSG00000244512
RN7SL32P	-	2	1.0	233205199.0	233205479.0	106480930	ENSG00000263941
RN7SL35P	-	7	1.0	80318253.0	80318544.0	106480931	ENSG00000240347
RN7SL38P	-	12	1.0	24706788.0	24707083.0	106480932	ENSG00000240481
RN7SL41P	-	8	1.0	80204606.0	80204902.0	106480933	ENSG00000241550
RN7SL44P	-	1	-1.0	153500463.0	153500764.0	106480934	ENSG00000263841
RN7SL49P	-	13	1.0	45002150.0	45002447.0	106480935	ENSG00000265802
RN7SL51P	-	2	-1.0	62262387.0	62262671.0	106480936	ENSG00000239958
RN7SL52P	-	21	-1.0	9902344.0	9902627.0	106480937	ENSG00000264002
RN7SL60P	-	13	1.0	98671980.0	98672278.0	106480938	ENSG00000243366
RN7SL63P	-	10	-1.0	30555601.0	30555904.0	106480939	ENSG00000239744
RN7SL69P	-	12	-1.0	6095699.0	6095970.0	106480940	ENSG00000240533
RN7SL72P	-	7	1.0	148438309.0	148438577.0	106480941	ENSG00000243374
RN7SL74P	-	X	1.0	97341046.0	97341344.0	106480942	ENSG00000265260
RN7SL79P	-	17	1.0	31465543.0	31465832.0	106480943	ENSG00000239595
RN7SL82P	-	15	1.0	30800160.0	30800396.0	106480944	ENSG00000278696
RN7SL88P	-	12	-1.0	96101951.0	96102249.0	106480945	ENSG00000277062
RN7SL91P	-	X	-1.0	25060649.0	25060939.0	106480946	ENSG00000240439
RN7SL93P	-	X	-1.0	113976341.0	113976633.0	106480947	ENSG00000240327
RN7SL100P	-	9	1.0	26895678.0	26895970.0	106480948	ENSG00000240306
RN7SL104P	-	2	-1.0	15950689.0	15950981.0	106480949	ENSG00000243541
RN7SL108P	-	14	-1.0	68236243.0	68236539.0	106480950	ENSG00000243546
RN7SL113P	-	2	1.0	85368282.0	85368580.0	106480951	ENSG00000278590
RN7SL118P	-	X	1.0	119434519.0	119434820.0	106480952	ENSG00000266420
RN7SL120P	-	3	-1.0	1065580.0	1065875.0	106480953	ENSG00000244169
RN7SL122P	-	1	1.0	32457835.0	32458135.0	106480954	ENSG00000263529
RN7SL124P	-	2	1.0	151372003.0	151372287.0	106480955	ENSG00000242113
RN7SL127P	-	4	1.0	78898855.0	78899154.0	106480956	ENSG00000242175
RN7SL131P	-	1	1.0	36191915.0	36192170.0	106480957	ENSG00000264592
RN7SL135P	-	8	-1.0	63234634.0	63234911.0	106480958	ENSG00000241964
RN7SL141P	-	3	1.0	172237326.0	172237591.0	106480959	ENSG00000243398
RN7SL144P	-	X	-1.0	41683168.0	41683462.0	106480960	ENSG00000242559
RN7SL149P	-	8	-1.0	41840059.0	41840339.0	106480961	ENSG00000241834
RN7SL152P	-	4	1.0	140577925.0	140578222.0	106480962	ENSG00000242102
RN7SL156P	-	20	1.0	36870099.0	36870402.0	106480963	ENSG00000242509
RN7SL160P	-	2	1.0	70965584.0	70965867.0	106480964	ENSG00000241159
RN7SL164P	-	13	1.0	96169545.0	96169847.0	106480965	ENSG00000242614
RN7SL167P	-	11	-1.0	131004128.0	131004429.0	106480966	ENSG00000242673
RN7SL172P	-	3	-1.0	121653994.0	121654296.0	106480967	ENSG00000243544
RN7SL176P	-	12	-1.0	100158502.0	100158765.0	106480968	ENSG00000266610
RN7SL177P	-	5	1.0	153755382.0	153755680.0	106480969	ENSG00000242976
RN7SL180P	-	1	1.0	62072448.0	62072741.0	106480970	ENSG00000242860
RN7SL183P	-	6	1.0	87845650.0	87845947.0	106480971	ENSG00000240997
RN7SL186P	-	1	1.0	22010650.0	22010946.0	106480972	ENSG00000278124
RN7SL189P	-	14	1.0	20963579.0	20963867.0	106480973	ENSG00000243817
RN7SL192P	-	19	1.0	11011708.0	11012006.0	106480974	ENSG00000276757
RN7SL197P	-	20	1.0	49721949.0	49722247.0	106480975	ENSG00000276031
RN7SL200P	-	6	-1.0	34685355.0	34685642.0	106480976	ENSG00000265123
RN7SL204P	-	2	1.0	236072295.0	236072556.0	106480977	ENSG00000264676
RN7SL208P	-	5	-1.0	76836900.0	76837195.0	106480978	ENSG00000264391
RN7SL213P	-	14	-1.0	67751228.0	67751544.0	106480979	ENSG00000239820
RN7SL215P	-	3	1.0	194145674.0	194145971.0	106480980	ENSG00000242201
RN7SL218P	-	4	1.0	74011578.0	74011876.0	106480981	ENSG00000244194
RN7SL221P	-	6	-1.0	5918564.0	5918844.0	106480982	ENSG00000239472
RN7SL228P	-	8	1.0	117017946.0	117018248.0	106480983	ENSG00000244033
RN7SL231P	-	19	1.0	14213052.0	14213323.0	106480984	ENSG00000240803
RN7SL233P	-	18	1.0	21793883.0	21794159.0	106480985	ENSG00000242971
RN7SL236P	-	17	-1.0	78370852.0	78371135.0	106480986	ENSG00000243870
RN7SL238P	-	15	1.0	28387196.0	28387485.0	106480987	ENSG00000276891
RN7SL241P	-	10	-1.0	30366064.0	30366299.0	106480988	ENSG00000239625
RN7SL246P	-	12	1.0	45874035.0	45874330.0	106480989	ENSG00000265093
RN7SL251P	-	2	1.0	85442495.0	85442791.0	106480990	ENSG00000244399
RN7SL254P	-	4	1.0	147808926.0	147809209.0	106480991	ENSG00000240014
RN7SL259P	-	11	-1.0	62935982.0	62936234.0	106480992	ENSG00000241082
RN7SL263P	BCR|rbc	22	-1.0	23261782.0	23262071.0	106480993	ENSG00000240160
RN7SL266P	-	X	1.0	112855874.0	112856162.0	106480994	ENSG00000243011
RN7SL270P	-	17	1.0	46800000.0	49300000.0	106480995	
RN7SL272P	-	13	-1.0	27989296.0	27989584.0	106480996	ENSG00000242360
RN7SL275P	-	4	1.0	110117736.0	110118070.0	106480997	ENSG00000263940
RN7SL279P	-	16	1.0	70276069.0	70276352.0	106480998	ENSG00000265648
RN7SL284P	-	10	-1.0	77912271.0	77912545.0	106480999	ENSG00000243446
RN7SL288P	-	13	-1.0	46169458.0	46169748.0	106481000	ENSG00000240767
RN7SL290P	-	1	1.0	51995740.0	51996039.0	106481001	ENSG00000264613
RN7SL292P	-	7	1.0	51716657.0	51716922.0	106481002	ENSG00000242650
RN7SL296P	-	3	1.0	33103008.0	33103306.0	106481003	ENSG00000275090
RN7SL300P	-	3	-1.0	153199700.0	153200017.0	106481004	ENSG00000265813
RN7SL303P	-	8	1.0	22977877.0	22978127.0	106481005	ENSG00000240116
RN7SL306P	-	7	1.0	128970734.0	128971029.0	106481006	ENSG00000242241
RN7SL309P	-	11	1.0	65695552.0	65695837.0	106481007	ENSG00000239356
RN7SL313P	-	2	1.0	97100587.0	97100874.0	106481008	ENSG00000275655
RN7SL318P	-	8	-1.0	5142411.0	5142707.0	106481009	ENSG00000242079
RN7SL320P	-	13	1.0	51469753.0	51470047.0	106481010	ENSG00000243900
RN7SL325P	-	X	1.0	137595265.0	137595547.0	106481011	ENSG00000239579
RN7SL327P	-	15	1.0	75292706.0	75292928.0	106481012	ENSG00000275992
RN7SL330P	-	12	1.0	94361220.0	94361526.0	106481013	ENSG00000244391
RN7SL333P	-	1	1.0	169859756.0	169860052.0	106481014	ENSG00000239494
RN7SL337P	-	19	1.0	14584095.0	14584395.0	106481015	ENSG00000243488
RN7SL340P	-	19	-1.0	29233090.0	29233385.0	106481016	ENSG00000241604
RN7SL341P	-	2	1.0	64817378.0	64817675.0	106481017	ENSG00000275588
RN7SL343P	-	9	1.0	42011350.0	42011610.0	106481018	ENSG00000273717
RN7SL350P	-	8	-1.0	99613783.0	99614081.0	106481019	ENSG00000243254
RN7SL353P	RN7SL579P	6	1.0	30751038.0	30751289.0	106481020	ENSG00000263608
RN7SL357P	-	4	1.0	56805834.0	56806131.0	106481021	ENSG00000265894
RN7SL362P	-	18	-1.0	13715102.0	13715368.0	106481022	ENSG00000242707
RN7SL366P	-	6	1.0	163840561.0	163840852.0	106481023	ENSG00000266128
RN7SL370P	-	1	1.0	77645324.0	77645618.0	106481024	ENSG00000243437
RN7SL376P	-	15	-1.0	40615665.0	40615928.0	106481025	ENSG00000265814
RN7SL378P	-	5	1.0	82078427.0	82078724.0	106481026	ENSG00000265684
RN7SL382P	-	4	1.0	139100377.0	139100658.0	106481027	ENSG00000240723
RN7SL384P	-	10	-1.0	114423770.0	114424067.0	106481028	ENSG00000242912
RN7SL387P	-	12	-1.0	110625645.0	110625917.0	106481029	ENSG00000263537
RN7SL391P	-	12	1.0	6344554.0	6344837.0	106481030	ENSG00000265388
RN7SL395P	-	8	1.0	144785298.0	144785588.0	106481031	ENSG00000244307
RN7SL398P	-	10	-1.0	33288304.0	33288601.0	106481032	ENSG00000244356
RN7SL400P	-	15	-1.0	21102843.0	21103138.0	106481033	ENSG00000243059
RN7SL403P	-	6	-1.0	43036196.0	43036500.0	106481034	ENSG00000240625
RN7SL411P	-	3	1.0	40209005.0	40209304.0	106481035	ENSG00000265327
RN7SL414P	-	2	-1.0	45569199.0	45569492.0	106481036	ENSG00000239396
RN7SL416P	-	7	-1.0	100530362.0	100530659.0	106481037	ENSG00000242101
RN7SL422P	-	9	-1.0	67175775.0	67176035.0	106481038	ENSG00000274852
RN7SL425P	-	1	1.0	170900000.0	173000000.0	106481039	
RN7SL430P	-	9	-1.0	112272596.0	112272837.0	106481040	ENSG00000243911
RN7SL432P	-	1	-1.0	114697627.0	114697924.0	106481041	ENSG00000242769
RN7SL440P	-	1	1.0	94150738.0	94151080.0	106481042	ENSG00000264963
RN7SL442P	-	17	1.0	16191832.0	16192151.0	106481043	ENSG00000239221
RN7SL445P	-	10	1.0	5631463.0	5631755.0	106481044	ENSG00000240577
RN7SL449P	-	17	1.0	57618108.0	57618393.0	106481045	ENSG00000242889
RN7SL453P	-	10	-1.0	47692399.0	47692727.0	106481046	ENSG00000276544
RN7SL457P	-	8	1.0	33715784.0	33716070.0	106481047	ENSG00000263794
RN7SL460P	-	X	1.0	77885377.0	77885634.0	106481048	ENSG00000263410
RN7SL464P	-	1	-1.0	220571739.0	220572035.0	106481049	ENSG00000243872
RN7SL468P	-	2	1.0	119169822.0	119170115.0	106481050	ENSG00000264833
RN7SL471P	RN7SL257P	6	1.0	28977475.0	28977773.0	106481051	ENSG00000263426
RN7SL474P	-	8	-1.0	16863196.0	16863496.0	106481052	ENSG00000264092
RN7SL478P	-	7	1.0	97998325.0	97998622.0	106481053	ENSG00000277946
RN7SL481P	-	7	1.0	143298516.0	143298814.0	106481054	ENSG00000240322
RN7SL487P	-	15	-1.0	43391384.0	43391727.0	106481055	ENSG00000243871
RN7SL489P	-	15	1.0	75268430.0	75268652.0	106481056	ENSG00000277295
RN7SL494P	-	15	-1.0	50244628.0	50244931.0	106481057	ENSG00000241175
RN7SL496P	-	7	1.0	39888375.0	39888664.0	106481058	ENSG00000242855
RN7SL499P	-	2	-1.0	231645998.0	231646273.0	106481059	ENSG00000239202
RN7SL503P	-	1	-1.0	35292196.0	35292498.0	106481060	ENSG00000240374
RN7SL508P	-	12	1.0	118993857.0	118994159.0	106481061	ENSG00000244112
RN7SL513P	-	19	1.0	18333276.0	18333573.0	106481062	ENSG00000239821
RN7SL515P	-	13	1.0	41807677.0	41807973.0	106481063	ENSG00000241406
RN7SL517P	-	3	1.0	43314951.0	43315255.0	106481064	ENSG00000241939
RN7SL520P	-	16	-1.0	75698531.0	75698816.0	106481065	ENSG00000240199
RN7SL524P	-	10	-1.0	103974515.0	103974814.0	106481066	ENSG00000266754
RN7SL530P	-	14	1.0	74174456.0	74174753.0	106481067	ENSG00000239910
RN7SL536P	-	15	1.0	23363272.0	23363561.0	106481068	ENSG00000278222
RN7SL541P	-	5	1.0	134517810.0	134518092.0	106481069	ENSG00000240250
RN7SL544P	-	9	1.0	62363581.0	62363864.0	106481070	ENSG00000275230
RN7SL549P	-	7	-1.0	100906291.0	100906572.0	106481071	ENSG00000239825
RN7SL552P	-	4	-1.0	84687725.0	84688000.0	106481072	ENSG00000239466
RN7SL556P	-	7	-1.0	5871753.0	5872050.0	106481073	ENSG00000277265
RN7SL558P	-	4	1.0	39761000.0	39761298.0	106481074	ENSG00000243260
RN7SL561P	-	20	1.0	1666360.0	1666640.0	106481075	ENSG00000242348
RN7SL565P	-	9	1.0	41578903.0	41579186.0	106481076	ENSG00000276562
RN7SL569P	-	7	1.0	148890226.0	148890513.0	106481077	ENSG00000239468
RN7SL573P	-	17	1.0	72900000.0	76800000.0	106481078	
RN7SL574P	-	1	1.0	3782815.0	3783111.0	106481079	ENSG00000266075
RN7SL577P	-	15	-1.0	49042341.0	49042643.0	106481080	ENSG00000265942
RN7SL580P	-	6	1.0	51975673.0	51975959.0	106481081	ENSG00000240641
RN7SL583P	-	1	-1.0	88477828.0	88478114.0	106481082	ENSG00000239504
RN7SL586P	-	14	-1.0	73040619.0	73040914.0	106481083	ENSG00000241487
RN7SL591P	-	10	1.0	62350006.0	62350297.0	106481084	ENSG00000240940
RN7SL596P	-	11	-1.0	63797784.0	63798071.0	106481085	ENSG00000264519
RN7SL600P	-	1	-1.0	150568971.0	150569269.0	106481086	ENSG00000274963
RN7SL605P	-	11	-1.0	57528085.0	57528365.0	106481087	ENSG00000265566
RN7SL607P	-	20	-1.0	20738433.0	20738731.0	106481088	ENSG00000278525
RN7SL614P	-	1	1.0	10616836.0	10617115.0	106481089	ENSG00000243267
RN7SL616P	-	5	-1.0	69478997.0	69479265.0	106481090	ENSG00000266477
RN7SL619P	-	19	-1.0	13815062.0	13815319.0	106481091	ENSG00000266770
RN7SL622P	-	17	1.0	67977698.0	67977972.0	106481092	ENSG00000265052
RN7SL627P	-	17	1.0	18840618.0	18840920.0	106481093	ENSG00000274747
RN7SL630P	-	12	1.0	93831076.0	93831372.0	106481094	ENSG00000264978
RN7SL632P	-	2	-1.0	60831664.0	60831929.0	106481095	ENSG00000241524
RN7SL634P	-	14	1.0	104013642.0	104013933.0	106481096	ENSG00000242894
RN7SL636P	-	20	-1.0	50429190.0	50429483.0	106481097	ENSG00000244376
RN7SL643P	-	6	1.0	86435848.0	86436138.0	106481098	ENSG00000243124
RN7SL646P	-	5	1.0	178377924.0	178378220.0	106481099	ENSG00000242341
RN7SL649P	-	1	-1.0	12036740.0	12037014.0	106481100	ENSG00000243539
RN7SL653P	-	1	-1.0	91829774.0	91830066.0	106481101	ENSG00000239794
RN7SL655P	-	5	1.0	154349428.0	154349725.0	106481102	ENSG00000241963
RN7SL663P	-	19	1.0	38200234.0	38200532.0	106481103	ENSG00000275132
RN7SL665P	-	9	1.0	130400266.0	130400565.0	106481104	ENSG00000264169
RN7SL670P	-	2	1.0	203259604.0	203259897.0	106481105	ENSG00000264041
RN7SL672P	-	20	-1.0	50557682.0	50557998.0	106481106	ENSG00000239742
RN7SL675P	-	8	-1.0	69922751.0	69923047.0	106481107	ENSG00000239580
RN7SL678P	-	21	1.0	37215605.0	37215903.0	106481108	ENSG00000263969
RN7SL683P	-	14	1.0	71448689.0	71448958.0	106481109	ENSG00000242330
RN7SL687P	-	X	1.0	153666226.0	153666510.0	106481110	ENSG00000244335
RN7SL689P	-	5	-1.0	123022487.0	123022783.0	106481111	ENSG00000263432
RN7SL691P	-	4	-1.0	43598544.0	43598844.0	106481112	ENSG00000239464
RN7SL698P	-	3	1.0	128785147.0	128785448.0	106481113	ENSG00000244232
RN7SL702P	-	Y	1.0	12273473.0	12273764.0	106481114	ENSG00000243980
RN7SL704P	-	22	1.0	38231720.0	38231993.0	106481115	ENSG00000241693
RN7SL709P	-	8	1.0	37908738.0	37909037.0	106481116	ENSG00000241032
RN7SL712P	-	X	-1.0	115992466.0	115992773.0	106481117	ENSG00000266828
RN7SL717P	-	2	-1.0	199901081.0	199901377.0	106481118	ENSG00000240302
RN7SL719P	-	15	-1.0	28703554.0	28703790.0	106481119	ENSG00000274632
RN7SL725P	-	Y	1.0	25458926.0	25459184.0	106481120	ENSG00000278242
RN7SL727P	-	X	1.0	140085855.0	140086150.0	106481121	ENSG00000241248
RN7SL732P	-	X	-1.0	39786524.0	39786823.0	106481122	ENSG00000264618
RN7SL737P	-	12	1.0	93509487.0	93509768.0	106481123	ENSG00000243015
RN7SL741P	-	13	1.0	25944478.0	25944766.0	106481124	ENSG00000242381
RN7SL748P	-	6	1.0	36522191.0	36522501.0	106481125	ENSG00000239964
RN7SL750P	-	7	-1.0	100821027.0	100821264.0	106481126	ENSG00000263672
RN7SL752P	-	3	1.0	129591349.0	129591635.0	106481127	ENSG00000239437
RN7SL756P	-	17	-1.0	67457023.0	67457290.0	106481128	ENSG00000244610
RN7SL760P	-	8	-1.0	73833773.0	73834042.0	106481129	ENSG00000272469
RN7SL763P	-	9	-1.0	39886861.0	39887144.0	106481130	ENSG00000277774
RN7SL767P	-	3	1.0	111600000.0	113700000.0	106481131	
RN7SL771P	-	7	1.0	140645829.0	140646126.0	106481132	ENSG00000240173
RN7SL782P	-	5	-1.0	107734773.0	107735066.0	106481133	ENSG00000239708
RN7SL784P	-	17	1.0	4882975.0	4883316.0	106481134	ENSG00000264113
RN7SL788P	-	1	1.0	52150104.0	52150419.0	106481135	ENSG00000241745
RN7SL790P	-	X	1.0	74390692.0	74390989.0	106481136	ENSG00000239745
RN7SL793P	-	12	-1.0	102217318.0	102217613.0	106481137	ENSG00000264554
RN7SL797P	-	6	1.0	96282567.0	96282863.0	106481138	ENSG00000242560
RN7SL801P	-	5	-1.0	54048007.0	54048308.0	106481139	ENSG00000241230
RN7SL804P	-	12	1.0	69400903.0	69401200.0	106481140	ENSG00000266185
RN7SL807P	-	2	-1.0	223248498.0	223248794.0	106481141	ENSG00000243125
RN7SL810P	-	13	-1.0	77947497.0	77947772.0	106481142	ENSG00000243035
RN7SL814P	-	5	1.0	74317986.0	74318285.0	106481143	ENSG00000244326
RN7SL817P	-	2	-1.0	46448224.0	46448511.0	106481144	ENSG00000241791
RN7SL819P	-	17	-1.0	44718861.0	44719130.0	106481145	ENSG00000264251
RN7SL824P	-	1	-1.0	92402389.0	92402685.0	106481146	ENSG00000242764
RN7SL828P	-	11	1.0	118067237.0	118067539.0	106481147	ENSG00000272075
RN7SL834P	-	2	1.0	230507101.0	230507386.0	106481148	ENSG00000243650
RN7SL836P	-	19	1.0	45651510.0	45651805.0	106481149	ENSG00000241226
RN7SL841P	-	16	-1.0	55291379.0	55291675.0	106481150	ENSG00000239555
